Service Order Number,Date Opened,Structure Status,Address,City,State,Zip Code,Neighborhood,Latitude,Longitude,KivaPIN,Property Owner,Order to Demolish Or Repair Sent,Project Phase,Structure Type,Structure Rating,Mapped Location
1149659,12/08/2015,Pre-Bid Process,3945 Flora Ave,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.054265,-94.566107,135344,Private,,PMAB,House,Regular Demolition,"3945 Flora Ave
KANSAS CITY 64110
(39.054265, -94.566107)"
1130825,03/13/2015,Closed (City Demolition),2211 Wabash Ave,KANSAS CITY,MO,64127,Wendell Phillips,39.085082,-94.552948,13200,City,,Accelerated Priority,House,Regular Demolition,"2211 Wabash Ave
KANSAS CITY 64127
(39.085082, -94.552948)"
1124223,10/10/2014,Closed (City Demolition),4316 E 9TH ST,KANSAS CITY,MO,64124,Lykins,39.102153,-94.530683,8213,Private,,,Commercial Building,High Priority,"4316 E 9TH ST
KANSAS CITY 64124
(39.102153, -94.530683)"
1085655,03/19/2013,Monitoring Owner Compliance,5137 WALROND AVE,KANSAS CITY,MO,64130,North Town Fork Creek,39.032143,-94.547553,35986,Private,,47/63 Strategic Area,House,Repair/Receivership,"5137 WALROND AVE
KANSAS CITY 64130
(39.032143, -94.547553)"
1129784,06/09/2014,Closed (Owner Demolition),6105 E 56TH ST,KANSAS CITY,MO,64129,Brown Estates,39.023794,-94.514806,54579,Private,,47/63 Strategic Area,House,Regular Demolition,"6105 E 56TH ST
KANSAS CITY 64129
(39.023794, -94.514806)"
1081989,02/07/2011,Closed (City Demolition),3702 E 61ST ST,KANSAS CITY,MO,64130,South Town Fork Creek,39.015832,-94.543145,621,Land Bank,,47/63 Strategic Area (LB Round 3),House,,"3702 E 61ST ST
KANSAS CITY 64130
(39.015832, -94.543145)"
1152762,02/29/2016,Closed (City Demolition),1548 Chelsea Ave,KANSAS CITY,MO,64127,East Community Team North,39.092644,-94.526023,8726,Land Bank,,Land Bank Unclaimed,,,"1548 Chelsea Ave
KANSAS CITY 64127
(39.092644, -94.526023)"
1147014,10/08/2015,Downgraded/No Longer a DB,1522 Drury Ave,KANSAS CITY,MO,64127,West Blue Valley,39.093159,-94.518577,9443,Private,,,House,Repair/Receivership,"1522 Drury Ave
KANSAS CITY 64127
(39.093159, -94.518577)"
1076807,11/20/2014,Downgraded/No Longer a DB,5009 Michigan Ave,KANSAS CITY,MO,64130,Blue Hills,39.035482,-94.562477,138780,Private,,47/63 Strategic Area,House,Repair/Receivership,"5009 Michigan Ave
KANSAS CITY 64130
(39.035482, -94.562477)"
1127698,01/05/2015,Closed (City Demolition),4226 Agnes Ave,KANSAS CITY,MO,64130,Oak Park Southwest,39.048903,-94.549657,29911,Private,,,House,Regular Demolition,"4226 Agnes Ave
KANSAS CITY 64130
(39.048903, -94.549657)"
1147676,10/20/2015,Closed (Owner Repair),5411 Norton Ave,KANSAS CITY,MO,64130,Swope Parkway-Elmwood,39.02727,-94.537459,35878,Private,,,House,Repair/Receivership,"5411 Norton Ave
KANSAS CITY 64130
(39.02727, -94.537459)"
1154178,03/25/2016,Closed (City Demolition),3407 College Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.06382,-94.544753,25562,Land Bank,,Land Bank Unclaimed,,,"3407 College Ave
KANSAS CITY 64128
(39.06382, -94.544753)"
1130178,07/17/2014,Downgraded/No Longer a DB,3005 E 27TH ST,KANSAS CITY,MO,64128,Santa Fe,39.076615,-94.54757,24323,Private,,,House,Repair/Receivership,"3005 E 27TH ST
KANSAS CITY 64128
(39.076615, -94.54757)"
1047529,07/26/2010,Downgraded/No Longer a DB,3811 MONTGALL AVE,KANSAS CITY,MO,64128,Oak Park Northwest,39.056678,-94.552029,28983,Land Bank,,,,,"3811 MONTGALL AVE
KANSAS CITY 64128
(39.056678, -94.552029)"
1130180,01/03/2014,Closed (City Demolition),114 N Topping Ave,KANSAS CITY,MO,64123,North Indian Mound,39.112876,-94.514349,43218,Private,,KCPD Requested,House,Regular Demolition,"114 N Topping Ave
KANSAS CITY 64123
(39.112876, -94.514349)"
1154500,03/31/2016,Closed (City Demolition),6903 Monroe Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.00091,-94.543602,2463,Land Bank,,Kissick Donated Demolition,,,"6903 Monroe Ave
KANSAS CITY 64132
(39.00091, -94.543602)"
1064917,05/18/2012,Closed (Sent to Receivership),1317 BROOKLYN AVE,KANSAS CITY,MO,64127,Independence Plaza,39.097022,-94.555794,12316,Private,,,House,High Priority,"1317 BROOKLYN AVE
KANSAS CITY 64127
(39.097022, -94.555794)"
1047918,04/17/2008,Downgraded/No Longer a DB,1806 E 36TH ST,KANSAS CITY,MO,64109,Linwood Homeowners-Ivanhoe,39.061353,-94.562032,133938,Private,,,House,Repair/Receivership,"1806 E 36TH ST
KANSAS CITY 64109
(39.061353, -94.562032)"
1152741,02/29/2016,Closed (City Demolition),8810 E 9th St,KANSAS CITY,MO,64125,North Blue Ridge,39.100117,-94.478363,47084,Land Bank,,Kissick Donated Demolition,,,"8810 E 9th St
KANSAS CITY 64125
(39.100117, -94.478363)"
1127256,12/18/2014,Closed (City Demolition),5921 Wabash Ave,KANSAS CITY,MO,64130,Blue Hills,39.018501,-94.556627,104438,Private,,47/63 Strategic Area,House,High Priority,"5921 Wabash Ave
KANSAS CITY 64130
(39.018501, -94.556627)"
1106919,02/24/2014,Closed (City Demolition),6626 E 13TH ST,KANSAS CITY,MO,64126,East Blue Valley,39.095793,-94.504141,7003,Land Bank,,Land Bank Round 3,,,"6626 E 13TH ST
KANSAS CITY 64126
(39.095793, -94.504141)"
1126583,08/14/2008,Closed (Owner Repair),4437 PASEO,KANSAS CITY,MO,,Ivanhoe Southwest,39.045674,-94.567659,137481,Private,,,Apartment Building,Repair/Receivership,"4437 PASEO
(39.045674, -94.567659)"
1130379,03/09/2015,Closed (City Demolition),813 SPRUCE AVE,KANSAS CITY,MO,64124,Lykins,39.10251,-94.531337,8166,Land Bank,,formerly Adam Jones list,House,High Priority,"813 SPRUCE AVE
KANSAS CITY 64124
(39.10251, -94.531337)"
1168301,10/18/2016,Closed (City Demolition),2105 Monroe Ave,KANSAS CITY,MO,64127,East Community Team North,39.085981,-94.539067,15114,Land Bank,,was List 4,,,"2105 Monroe Ave
KANSAS CITY 64127
(39.085981, -94.539067)"
1055531,10/03/2014,Closed (City Demolition),5540 Jackson Ave,KANSAS CITY,MO,64130,Swope Parkway-Elmwood,39.024488,-94.537129,36886,Land Bank,,47/63 Strategic Area (LB Round 3),,,"5540 Jackson Ave
KANSAS CITY 64130
(39.024488, -94.537129)"
1153827,03/18/2016,Closed (Owner Demolition),5228 Byrams Ford Rd,KANSAS CITY,MO,64129,Eastwood Hills East,39.028441,-94.485154,51040,Private,,47/63 Strategic Area,House,Regular Demolition,"5228 Byrams Ford Rd
KANSAS CITY 64129
(39.028441, -94.485154)"
1079815,11/13/2012,Closed (Owner Repair),7104 E 100TH TER,KANSAS CITY,MO,64134,Bannister Acres,38.94287,-94.506995,58215,Private,,,,,"7104 E 100TH TER
KANSAS CITY 64134
(38.94287, -94.506995)"
1147516,10/19/2015,Closed (Owner Repair),4435 Montgall Ave,KANSAS CITY,MO,64130,Oak Park Southwest,39.044915,-94.552657,34645,Private,,,House,Regular Demolition,"4435 Montgall Ave
KANSAS CITY 64130
(39.044915, -94.552657)"
1165583,09/07/2016,Closed (City Demolition),4506 E 22nd St,KANSAS CITY,MO,64127,East Community Team North,39.085578,-94.53019,18574,Land Bank,,,House,High Priority,"4506 E 22nd St
KANSAS CITY 64127
(39.085578, -94.53019)"
1156937,05/09/2016,Demolition NTP Issued,5625 Euclid Ave,KANSAS CITY,MO,64130,Blue Hills,39.024217,-94.561959,147876,Land Bank,,47/63 Strategic Area,House,High Priority,"5625 Euclid Ave
KANSAS CITY 64130
(39.024217, -94.561959)"
1168909,10/28/2016,Closed (City Demolition),117 Topping Ave,KANSAS CITY,MO,64123,South Indian Mound,39.11161,-94.513749,46025,Private,,,House,,"117 Topping Ave
KANSAS CITY 64123
(39.11161, -94.513749)"
1149127,11/19/2015,Closed (Owner Repair),3238 Gillham Rd,KANSAS CITY,MO,64109,North Hyde Park,39.067543,-94.57822,128238,Private,,,Commercial Building,Repair/Receivership,"3238 Gillham Rd
KANSAS CITY 64109
(39.067543, -94.57822)"
1047328,05/17/2007,Closed (City Demolition),3111 POPLAR AVE,KANSAS CITY,MO,64128,Knoches Park,39.06853,-94.526482,22855,Land Bank,,Dollar House List,,,"3111 POPLAR AVE
KANSAS CITY 64128
(39.06853, -94.526482)"
1144968,09/04/2015,Closed (City Demolition),3619 Hardesty,KANSAS CITY,MO,64128,Dunbar,39.059052,-94.520735,30961,Land Bank,,,House,,"3619 Hardesty
KANSAS CITY 64128
(39.059052, -94.520735)"
1154451,03/31/2016,Closed (City Demolition),4426 Monroe Ave,KANSAS CITY,MO,64130,Oak Park Southeast,39.044947,-94.541773,33974,Land Bank,,Kissick Donated Demolition,,,"4426 Monroe Ave
KANSAS CITY 64130
(39.044947, -94.541773)"
1047519,02/18/2010,Closed (City Demolition),2900 ASKEW AVE,KANSAS CITY,MO,64128,Ingleside,39.072995,-94.541522,23874,Land Bank,,Dollar House List,,,"2900 ASKEW AVE
KANSAS CITY 64128
(39.072995, -94.541522)"
1166897,09/23/2016,Closed (City Demolition),3314 Indiana Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.065412,-94.5442,25612,Land Bank,,,,,"3314 Indiana Ave
KANSAS CITY 64128
(39.065412, -94.5442)"
1054244,05/01/2013,Closed (City Demolition),4316 ASKEW AVE,KANSAS CITY,MO,64130,Oak Park Southeast,39.047127,-94.542815,33936,Land Bank,,,,,"4316 ASKEW AVE
KANSAS CITY 64130
(39.047127, -94.542815)"
1152750,02/29/2016,Closed (City Demolition),6436 E 16th St,KANSAS CITY,MO,64126,East Blue Valley,39.09219,-94.506353,6686,Land Bank,,Land Bank Unclaimed,,,"6436 E 16th St
KANSAS CITY 64126
(39.09219, -94.506353)"
1166972,09/26/2016,Closed (City Demolition),5801 Park Ave,KANSAS CITY,MO,64130,Blue Hills,39.021079,-94.558691,148262,Land Bank,,,,,"5801 Park Ave
KANSAS CITY 64130
(39.021079, -94.558691)"
1152746,02/29/2016,Closed (City Demolition),613 Ewing Ave,KANSAS CITY,MO,64125,Sheffield,39.103988,-94.502482,5052,Land Bank,,Kissick Donated Demolition,,,"613 Ewing Ave
KANSAS CITY 64125
(39.103988, -94.502482)"
1153158,03/07/2016,Closed (City Demolition),1707 Kensington Ave,KANSAS CITY,MO,64127,East Community Team North,39.09047,-94.530907,18407,Land Bank,,Land Bank Unclaimed,,,"1707 Kensington Ave
KANSAS CITY 64127
(39.09047, -94.530907)"
1175808,04/18/2017,Closed (City Demolition),2718 Olive St,KANSAS CITY,MO,64109,Key Coalition,39.076441,-94.55515,26638,Private,,,House,,"2718 Olive St
KANSAS CITY 64109
(39.076441, -94.55515)"
1148932,11/16/2015,Closed (Owner Repair),8600 Bristol Ave,KANSAS CITY,MO,64138,Oldham Farms,38.969028,-94.506869,55276,Private,,,House,,"8600 Bristol Ave
KANSAS CITY 64138
(38.969028, -94.506869)"
1133966,05/01/2015,Closed (Owner Demolition),1824 Lawn Ave,KANSAS CITY,MO,64127,East Community Team North,39.08903,-94.528446,18208,Private,,,House,Regular Demolition,"1824 Lawn Ave
KANSAS CITY 64127
(39.08903, -94.528446)"
1060864,04/06/2012,Closed (City Demolition),2208 CHELSEA AVE,KANSAS CITY,MO,64127,East Community Team North,39.084898,-94.526825,18848,Land Bank,,Dollar House List,,,"2208 CHELSEA AVE
KANSAS CITY 64127
(39.084898, -94.526825)"
1166983,09/26/2016,Closed (City Demolition),5207 NW 72nd St,KANSAS CITY,MO,64151,Park Plaza,39.224605,-94.641298,162896,Private,,,Other,,"5207 NW 72nd St
KANSAS CITY 64151
(39.224605, -94.641298)"
1098466,08/16/2013,Downgraded/No Longer a DB,5128 INDIANA AVE,KANSAS CITY,MO,64130,North Town Fork Creek,39.03224,-94.545908,35965,Private,,47/63 Strategic Area,House,Repair/Receivership,"5128 INDIANA AVE
KANSAS CITY 64130
(39.03224, -94.545908)"
1149137,10/01/2014,Closed (Owner Demolition),3235 Troost Ave,KANSAS CITY,MO,64109,Center City,39.067392,-94.57084,220692,Private,,,,,"3235 Troost Ave
KANSAS CITY 64109
(39.067392, -94.57084)"
1118879,07/28/2014,Closed (Owner Repair),3425 Cleveland Ave,KANSAS CITY,MO,64128,Palestine East,39.062684,-94.539011,26346,Private,,,Unattached Garage,High Priority,"3425 Cleveland Ave
KANSAS CITY 64128
(39.062684, -94.539011)"
1058572,02/25/2011,Downgraded/No Longer a DB,421 N WHEELING AVE,KANSAS CITY,MO,64123,North Indian Mound,39.116583,-94.510025,45594,Land Bank,,,,,"421 N WHEELING AVE
KANSAS CITY 64123
(39.116583, -94.510025)"
1151578,11/14/2014,Closed (City Demolition),3200 Troost Ave,KANSAS CITY,MO,64109,North Hyde Park,39.068369,-94.571827,128152,City,,,Commercial Building,Regular Demolition,"3200 Troost Ave
KANSAS CITY 64109
(39.068369, -94.571827)"
1143576,08/20/2015,Closed (Owner Repair),1202 NW 43rd Pl,KANSAS CITY,MO,64116,Briarcliff West,39.172997,-94.595652,88192,Private,,Accelerated Priority (TRO),House,Repair/Receivership,"1202 NW 43rd Pl
KANSAS CITY 64116
(39.172997, -94.595652)"
1132151,08/12/2013,Closed (City Demolition),3703 E 29TH ST,KANSAS CITY,MO,64128,Ingleside,39.072567,-94.539805,24041,Private,,,House,Regular Demolition,"3703 E 29TH ST
KANSAS CITY 64128
(39.072567, -94.539805)"
1153940,02/29/2016,Closed (City Demolition),2934 Lister Ave,KANSAS CITY,MO,64128,Knoches Park,39.071723,-94.528878,22801,Land Bank,,Kissick Donated Demolition,,,"2934 Lister Ave
KANSAS CITY 64128
(39.071723, -94.528878)"
1152314,02/19/2016,Closed (City Demolition),5409 E 29th St,KANSAS CITY,MO,64128,South Blue Valley,39.072206,-94.51972,21949,Land Bank,,LB 2018,House,Regular Demolition,"5409 E 29th St
KANSAS CITY 64128
(39.072206, -94.51972)"
1169522,11/09/2016,Closed (City Demolition),5613 Prospect Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.024162,-94.554975,36626,Land Bank,,LB Demo Hold (List 4),,,"5613 Prospect Ave
KANSAS CITY 64130
(39.024162, -94.554975)"
1148803,11/12/2015,Closed (City Demolition),4415 E 9th St,KANSAS CITY,MO,64127,Lykins,39.101555,-94.529566,8296,Land Bank,,,Apartment Building,,"4415 E 9th St
KANSAS CITY 64127
(39.101555, -94.529566)"
1136755,06/03/2015,Closed (City Demolition),1530 Cypress Ave,KANSAS CITY,MO,64127,East Community Team North,39.092681,-94.530333,8593,Private,,,House,Regular Demolition,"1530 Cypress Ave
KANSAS CITY 64127
(39.092681, -94.530333)"
1124816,11/03/2014,Closed (City Demolition),3220 E 23rd St,KANSAS CITY,MO,64127,Washington Wheatley,39.08488,-94.54519,15901,Private,,,Other,High Priority,"3220 E 23rd St
KANSAS CITY 64127
(39.08488, -94.54519)"
1152765,02/29/2016,Closed (City Demolition),1621 Chelsea Ave,KANSAS CITY,MO,64127,East Community Team North,39.091638,-94.525457,8796,Land Bank,,Land Bank Unclaimed,,,"1621 Chelsea Ave
KANSAS CITY 64127
(39.091638, -94.525457)"
1132936,03/12/2013,Closed (City Demolition),2001 Indiana Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.087546,-94.542431,15091,Private,,Accelerated Priority,Commercial Building,High Priority,"2001 Indiana Ave
KANSAS CITY 64127
(39.087546, -94.542431)"
1175732,04/17/2017,Closed (City Demolition),2017 Chelsea Ave,KANSAS CITY,MO,64127,East Community Team North,39.086452,-94.526148,18828,Land Bank,,,House,High Priority,"2017 Chelsea Ave
KANSAS CITY 64127
(39.086452, -94.526148)"
1128751,01/29/2015,Downgraded/No Longer a DB,1157 E 77TH TER,KANSAS CITY,MO,64131,East Meyer 6,38.98595,-94.573442,116197,Private,,,House,Regular Demolition,"1157 E 77TH TER
KANSAS CITY 64131
(38.98595, -94.573442)"
1049616,09/24/2010,Closed (City Demolition),5637 Bonita Ave,KANSAS CITY,MO,64128,South Blue Valley,39.073556,-94.516369,21626,Land Bank,,Land Bank Unclaimed,,,"5637 Bonita Ave
KANSAS CITY 64128
(39.073556, -94.516369)"
1145607,09/15/2015,Closed (Owner Repair),5616 Highland Ave,KANSAS CITY,MO,64110,Blue Hills,39.024414,-94.566132,146786,Private,,47/63 Strategic Area,House,Repair/Receivership,"5616 Highland Ave
KANSAS CITY 64110
(39.024414, -94.566132)"
1047453,07/15/2011,Downgraded/No Longer a DB,8001 Flora Ave,KANSAS CITY,MO,64131,Marlborough Heights/Marlboroug,38.98274,-94.570012,116519,Private,,,House,Regular Demolition,"8001 Flora Ave
KANSAS CITY 64131
(38.98274, -94.570012)"
1093231,06/17/2013,Closed (City Demolition),4223 SOUTH BENTON AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.049103,-94.550117,29929,Land Bank,,Kissick Donated Demolition,House,,"4223 SOUTH BENTON AVE
KANSAS CITY 64130
(39.049103, -94.550117)"
1170881,12/27/2016,Closed (City Demolition),2532 Drury Ave,KANSAS CITY,MO,64127,South Blue Valley,39.078491,-94.519327,20751,Land Bank,,KCPD Requested,House,Regular Demolition,"2532 Drury Ave
KANSAS CITY 64127
(39.078491, -94.519327)"
1154461,03/31/2016,Closed (City Demolition),4415 Kensington Ave,KANSAS CITY,MO,64130,Vineyard Northwest,39.045145,-94.53301,33072,Land Bank,,Kissick Donated Demolition,,,"4415 Kensington Ave
KANSAS CITY 64130
(39.045145, -94.53301)"
1126630,09/18/2012,On Hold - LB Sold,3307 College Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.065698,-94.544726,25541,Private,,Dollar House (sold),House,Repair/Receivership,"3307 College Ave
KANSAS CITY 64128
(39.065698, -94.544726)"
1048414,11/06/2007,Closed (Owner Repair),2601 BENTON BLVD,KANSAS CITY,MO,64127,Washington Wheatley,39.078681,-94.548582,16511,Private,,,Apartment Building,Repair/Receivership,"2601 BENTON BLVD
KANSAS CITY 64127
(39.078681, -94.548582)"
1130369,03/09/2015,Closed (City Demolition),715 Spruce Ave,KANSAS CITY,MO,64124,Lykins,39.103663,-94.531282,8153,Land Bank,,formerly Adam Jones List,House,High Priority,"715 Spruce Ave
KANSAS CITY 64124
(39.103663, -94.531282)"
1139340,07/01/2015,Closed (Owner Repair),4429 Wyoming St,KANSAS CITY,MO,64111,West Plaza,39.047102,-94.60437,141170,Private,,AHA Candidate,House,Repair/Receivership,"4429 Wyoming St
KANSAS CITY 64111
(39.047102, -94.60437)"
1153946,02/29/2016,Closed (City Demolition),3137 Elmwood Ave,KANSAS CITY,MO,64128,Knoches Park,39.067763,-94.52961,22906,Land Bank,,Land Bank Unclaimed,,,"3137 Elmwood Ave
KANSAS CITY 64128
(39.067763, -94.52961)"
1048396,12/01/2010,Closed (City Deconstruction),2109 Montgall Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.086161,-94.550579,15563,Land Bank,,Candidate for Deconstruction (was Dollar House List),,,"2109 Montgall Ave
KANSAS CITY 64127
(39.086161, -94.550579)"
1144621,06/01/2011,Closed (City Demolition),6835-6841 E TRUMAN RD,KANSAS CITY,MO,64126,East Blue Valley,39.092667,-94.501709,7239,Land Bank,,,Commercial Building,,"6835 6841 E TRUMAN RD
KANSAS CITY 64126
(39.092667, -94.501709)"
1095410,08/04/2014,Closed (Owner Repair),4455 PROSPECT AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.044797,-94.553782,34637,Private,,,Commercial Building,Repair/Receivership,"4455 PROSPECT AVE
KANSAS CITY 64130
(39.044797, -94.553782)"
1153938,02/29/2016,Closed (City Demolition),2820 Wenzel Ave,KANSAS CITY,MO,64128,East Community Team South,39.073843,-94.532722,22386,Land Bank,,Kissick Donated Demolition,,,"2820 Wenzel Ave
KANSAS CITY 64128
(39.073843, -94.532722)"
1148806,11/12/2015,Closed (City Demolition),4409 E 9th St,KANSAS CITY,MO,64127,Lykins,39.101564,-94.52983,8297,Land Bank,,,Apartment Building,High Priority,"4409 E 9th St
KANSAS CITY 64127
(39.101564, -94.52983)"
1047430,01/21/2009,Closed (Owner Repair),5047 WOODLAND AVE,KANSAS CITY,MO,64130,Blue Hills,39.034288,-94.563699,138820,Private,,47/63 Strategic Area,House,Repair/Receivership,"5047 WOODLAND AVE
KANSAS CITY 64130
(39.034288, -94.563699)"
1106049,02/03/2014,Downgraded/No Longer a DB,3223 College Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.066713,-94.544617,24981,Private,,,House,Repair/Receivership,"3223 College Ave
KANSAS CITY 64128
(39.066713, -94.544617)"
1144489,09/01/2015,Closed (Owner Repair),480 NE Windrose Dr,KANSAS CITY,MO,64155,Gashland,39.259196,-94.571072,92076,Private,,,Apartment Building,,"480 NE Windrose Dr
KANSAS CITY 64155
(39.259196, -94.571072)"
1047909,06/10/2009,Downgraded/No Longer a DB,3928 WOODLAND AVE,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.054733,-94.56326,135464,Private,,,House,Regular Demolition,"3928 WOODLAND AVE
KANSAS CITY 64110
(39.054733, -94.56326)"
1154532,04/01/2016,Closed (City Demolition),7011 Jackson Ave,KANSAS CITY,MO,64132,Foxtown East,38.998564,-94.537948,4553,Land Bank,,Kissick Donated Demolition,,,"7011 Jackson Ave
KANSAS CITY 64132
(38.998564, -94.537948)"
1153836,02/29/2016,Closed (City Demolition),5324 E 24th St,KANSAS CITY,MO,64127,South Blue Valley,39.081616,-94.520284,20378,Land Bank,,Land Bank Unclaimed,,,"5324 E 24th St
KANSAS CITY 64127
(39.081616, -94.520284)"
1068940,07/12/2012,Closed (Owner Repair),6711 AGNES AVE,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.004535,-94.551573,2817,Private,,,House,More Information Needed,"6711 AGNES AVE
KANSAS CITY 64132
(39.004535, -94.551573)"
1090407,06/06/2013,Closed (City Demolition),4331 Indiana Ave,KANSAS CITY,MO,64130,Oak Park Southeast,39.046739,-94.544463,33842,Land Bank,,,House,High Priority,"4331 Indiana Ave
KANSAS CITY 64130
(39.046739, -94.544463)"
1166867,09/23/2016,Closed (City Demolition),610 Myrtle Ave,KANSAS CITY,MO,64124,Lykins,39.105279,-94.535603,9533,Land Bank,,,,,"610 Myrtle Ave
KANSAS CITY 64124
(39.105279, -94.535603)"
1136106,05/27/2015,Receivership/AHA Review,1600 E 19th St,KANSAS CITY,MO,64108,Wendell Phillips,39.089955,-94.563203,13267,Private,,Receivership Candidate,Commercial Building,High Priority,"1600 E 19th St
KANSAS CITY 64108
(39.089955, -94.563203)"
1046087,07/21/2014,Order Being Prepared,2929 Park Ave,KANSAS CITY,MO,64109,Key Coalition,39.072566,-94.555859,27028,Private,,Accelerated Priority,Duplex,Regular Demolition,"2929 Park Ave
KANSAS CITY 64109
(39.072566, -94.555859)"
1098882,08/22/2013,Closed (City Demolition),4543 SOUTH BENTON AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.042903,-94.55074,34816,Land Bank,,Dollar House List,,,"4543 SOUTH BENTON AVE
KANSAS CITY 64130
(39.042903, -94.55074)"
